Gene ID,Content
AT2G16600,"The gene AT2G16600, also known as ROC3, plays a crucial role in various cellular processes, including the regulation of cytochrome P450 (CYP) activity, the maintenance of ROS (Reactive Oxygen Species) accumulation, and the promotion of ABA-induced stomatal closure. Studies have shown that ROC3 is trapped by T-DNA (PubMed ID 16014362), which is a common mechanism used by plants to regulate gene expression. Additionally, ROC3 encodes for CYP (PubMed ID 34113366), which is involved in the metabolism of xenobiotics and other harmful compounds. ROC3 has also been shown to maintain ROS accumulation (PubMed ID 34113366), which is important for cellular defense against oxidative stress. Furthermore, ROC3 promotes ABA-induced stomatal closure (PubMed ID 34113366), which is a critical process in plant water relations. Finally, ROC3 represses stress-responsive genes (PubMed ID 34113366), which is important for maintaining plant homeostasis in response to environmental stressors. Overall, the gene AT2G16600, also known as ROC3, plays a multifaceted role in plant physiology and is essential for maintaining plant health and stress resistance."
AT2G16630,"The gene AT2G16630, also known as FOCL1, plays a crucial role in the development and maintenance of plant cells. It localizes to the guard cell outer cuticular ledge (28153922), where it promotes lateral root emergence (28153922). Additionally, FOCL1 causes cell wall strength (28153922), which is essential for the proper formation and maintenance of plant cells. Furthermore, FOCL1 facilitates interactions between the cell wall and the cuticle (28153922), allowing for the proper adhesion of the plant to its environment. Overall, the gene AT2G16630, or FOCL1, plays a vital role in the development and maintenance of plant cells."
AT2G16720,"The gene AT2G16720, also known as ATMYB7, plays a crucial role in regulating various cellular processes, including flavonol biosynthesis, salt stress, and the expression of other genes involved in these processes. Studies have shown that ATMYB7 represses the expression of genes involved in flavonol biosynthesis, such as DFR and UGT (PubMed ID 24319076). Additionally, ATMYB7 has been shown to cause salt stress in cells, which can lead to the activation of stress response pathways (PubMed ID 24319076).  ATMYB7 has also been shown to interact with other genes involved in these processes. For example, MYB112, another gene that is known to regulate flavonol biosynthesis, has been shown to bind to the promoters of ATMYB7 and MYB32 (PubMed ID 26378103). This interaction can lead to the repression of ATMYB7 and MYB32 expression, which can in turn affect the expression of genes involved in flavonol biosynthesis.  Furthermore, ATMYB4, another gene that is known to regulate flavonol biosynthesis, has been shown to repress the expression of ATMYB7 (PubMed ID 24319076). This suggests that ATMYB4 and ATMYB7 may have opposing roles in regulating flavonol biosynthesis.  In summary, the gene AT2G16720, also known as ATMYB7, plays a crucial role in regulating flavonol biosynthesis, salt stress, and the expression of other genes involved in these processes. Its interaction with other genes, such as MYB112 and ATMYB4, can affect its expression and function, leading to changes in the regulation of flavonol biosynthesis."
AT2G16730,"The gene AT2G16730 is highly expressed in maturing pollen, as evidenced by research documented in PubMed ID 15517348. This gene plays a crucial role in the development and maturation of pollen, and its overexpression has been shown to improve pollen quality and fertility in crops. The study also found that the gene is highly expressed in the pollen of mature pollen grains, which suggests that it may be involved in the final stages of pollen development. Overall, these findings suggest that the gene AT2G16730 is an important regulator of pollen development and maturation, and further research may be needed to fully understand its role in this process."
AT2G16770,"The gene AT2G16770, also known as BZIP23, plays a crucial role in maintaining adaptation to low zinc supply in plants. BZIP23 binds to a 10-base pair imperfect palindrome, which is essential for the regulation of ZIP metal transporter genes (PubMed ID 20479230). BZIP23 facilitates the expression of ZIP9, a key regulator of zinc homeostasis, and activates its transcriptional activity (PubMed IDs 26306426, 30150315). ATBZIP23, a functional homolog of OSBZIP48, also affects zinc homeostasis and is involved in the regulation of ZIP9 expression (PubMed ID 28763829). The gene ATBZIP23 rescues the Arabidopsis thaliana BZIP19 and BZIP23 double mutant, indicating its importance in plant development (PubMed ID 28771859). MTFBZIP1, a similar protein to A. thaliana BZIP19 and BZIP23, also plays a role in zinc homeostasis and is involved in the regulation of ZIP9 expression (PubMed ID 35845702). Overall, BZIP23 is a critical regulator of zinc homeostasis and plant development, and its dysregulation can lead to various plant diseases."
AT2G16800,"The gene AT2G16800, also known as CGF2, plays a crucial role in various cellular processes, including vegetative growth, female gametogenesis, embryogenesis, and chloroplast localization. CGF2 is expressed in chloroplasts and interacts with CGF1, a related gene, to enhance chloroplast integrity and repress growth defects. These findings are supported by studies published in the literature, including PubMed IDs 32306898, 32306898, and 32306898. Additionally, CGF2 has been shown to interact with other genes, such as CGF1, to regulate various cellular processes. Overall, the study of CGF2 and its interactions with other genes has provided valuable insights into the complex regulation of cellular processes in plants."
AT2G16850,"The gene AT2G16850 encodes for a protein called PIP2;8, which plays a crucial role in regulating drought tolerance in plants. Studies have shown that PIP2;8 localizes to the plasma membrane (PubMed ID: 37025007), and its expression is regulated by the transcription factor PLATZ4 (PubMed ID: 37025007). PLATZ4 binds to the PIP2;8 promoter, leading to its activation and transcription (PubMed ID: 37025007). Overall, the regulation of PIP2;8 expression by PLATZ4 is essential for plants to adapt to drought conditions and maintain their survival."
AT2G16910,"The gene AT2G16910, also known as AMS, plays a crucial role in maintaining embryo development, pollen wall development, and seed formation in plants. It is a transcription factor that regulates the expression of 13 genes, including MGT5, CYP703A2, and SPOROPOLLENIN, and is involved in the biosynthesis of exine and pollen coat proteins. AMS is also involved in the regulation of metabolism, transportation, ubiquitination, stress response, and crosstalk between gametophyte and sporophyte tissues.  AMS interacts with other proteins, including ATBHLH089, ATBHLH091, ATA20, and MS188, and represses upstream regulators, sterile buds, and meiosis-associated genes. AMS promotes the degradation of AMS proteins and regulates the expression of AMS-regulated genes. AMS targets ASHR3 to chromatin and binds DNA containing a 6-bp consensus motif, including the MGT5 promoter. AMS encodes for a BHLH transcription factor and alters 549 anther-expressed genes.  AMS is conserved in several species and has dual activity in anther tapetal cells. AMS acts downstream of CLE19 and allows plants to acquire poorly soluble soil nutrients. AMS has a regulatory role in tapetum-meiocyte crosstalk and is critical for RMA organization. CCAMK partially restores AMS and enhances signaling activity of AMS and RNS. TDF1 maintains AMS and MS188 maintains exine and pollen coat formation.  Pollen development requires AMS, and MS188 forms a feed-forward loop with AMS. 3-keto-acyl-ACP reductase (FATG) confirms involvement in AMS, and AHL15 is up-regulated in AMS. Late meiosis progression requires AMS, and meristematic cells activate AMS. NSP1 maintains AMS development, and phylogenomics reveal genes conserved for AMS. CLE19 maintains expression of AMS, and genomic and genetic analyses reveal molecular mechanisms of AMS. G. pyriformis models an ideal candidate to investigate the origin of AMS, and de novo establishment promotes the indeterminate fate of AMS. ARF8.1 targets TDF1, AMS, and MS188, and AMS plays a regulatory role in tapetum-meiocyte crosstalk.  In summary, the gene AT2G16910, also known as AMS, is a crucial transcription factor that regulates embryo development, pollen wall development, and seed formation in plants. It interacts with other proteins, represses upstream regulators, and promotes the degradation of AMS proteins. AMS is conserved in several species and has dual activity in anther tapetal cells. AMS plays a regulatory role in tapetum-meiocyte crosstalk and is critical for RMA organization. CCAMK partially restores AMS and enhances signaling activity of AMS and RNS. TDF1 maintains AMS and MS188 maintains exine and pollen coat formation. Pollen development requires AMS, and MS188 forms a feed-forward loop with AMS. AMS is involved in the regulation of metabolism, transportation, ubiquitination, stress response, and crosstalk between gametophyte and sporophyte tissues. AMS regulates the expression of 13 genes, including MGT5, CYP703A2, and SPOROPOLLENIN, and is involved in the biosynthesis of exine and pollen coat proteins."
AT2G16940,"The gene AT2G16940 encodes for a protein called CC1, which plays a crucial role in the regulation of microtubule dynamics. CC1 is a protein that contains an intrinsically disordered N-terminus, which is reminiscent of the protein tau (PubMed ID: 30787279). CC1 also contains a domain that is similar to the RIPB protein, which is involved in the regulation of microtubule dynamics (PubMed ID: 32665335). The CC1 domain is essential for the localization of microtubules, and microtubule localization requires the presence of the CC1 domain (PubMed ID: 32665335). Overall, the CC1 protein is a key regulator of microtubule dynamics and plays a crucial role in various cellular processes."
AT2G16950,"The gene AT2G16950, also known as TRN1, plays a crucial role in regulating leaf venation network complexity and cell number in plants. It is expressed in the shoot apical meristem and leaf primordia, and is involved in asymmetric leaf growth and aberrant venation patterning. TRN1 recognizes nuclear import signals and encodes for a large plant-specific protein. It depends on asymmetric leaves and imbalances cell proliferation and differentiation. TRN1 also alters auxin distribution and interacts with TRN2. In addition, TRN1 maintains WER expression and interacts with human HNRNP A1, yeast NAB2P, and binds GTPase RAN. TRN1 also confers nuclear import of BSA-M9 peptide conjugates and delivers ATGRP7, which interacts with ATTRN1. HNRNP A1 binds ATTRN1, and ATGRP8 also interacts with ATTRN1. TRN2 interacts with TRN1, and TOLCNDV activates TRN1 expression."
AT2G17010,"The gene AT2G17010, also known as MSL8, plays a crucial role in maintaining pollen germination and survival. Studies have shown that MSL8 is essential for pollen tube integrity and pollen phenotypes (PubMed IDs: 26494758, 34849746, 35013278). MSL8 detects membrane tension and responds to changes in tension, which is essential for pollen tube integrity (PubMed ID: 26494758). MSL8 also fulfills criteria for mechanotransducer, which allows it to detect and respond to changes in tension (PubMed ID: 28339550).  MSL8 has been shown to interact with other proteins, such as MARIS, ANXUR1/2, and SYP72, which are also involved in pollen development and survival (PubMed IDs: 34849746, 35013278). Mutations in MSL8 have been found to affect pollen phenotypes, with the ILE711SER mutation increasing the tension threshold of the MSL8 channel and the PHE720LEU mutation repressing the MSL8 channel (PubMed IDs: 28339550, 28339550).  Overall, the gene AT2G17010, MSL8, is a critical regulator of pollen development and survival, and its dysfunction can lead to impaired pollen germination and pollen phenotypes."
AT2G17040,"The gene AT2G17040, also known as ANAC036, plays a crucial role in regulating plant development and growth. It has been shown to repress leaf blade, petiole, and stem length (PubMed ID: 19962211), which is consistent with its role in regulating plant development. Additionally, ANAC036 has been found to affect cell size in leaves and stems (PubMed ID: 19962211), further supporting its role in plant development. The gene localizes to leaves (PubMed ID: 19962211), and its expression is enhanced in semidwarf plants, leading to improved growth and yield (PubMed ID: 19962211). Overall, the study of AT2G17040 provides valuable insights into the complex interactions between genes and their effects on plant development and growth."
AT2G17090,"The gene AT2G17090, also known as SSP (Stigmatic Stigma Protein), plays a crucial role in maintaining embryo development and plant defense against pathogens. SSP localizes to stigmatic papillae and has been shown to have functions in pollen-stigma interactions, protection of stigmas from pathogen attack, and production of a 27 amino acid signal peptide. SSP has low peroxidase activity compared to other peroxidases and has no effect on S-genotype. SSP prefers diphenolic substrates and enhances ROS/H2O2. SSP is expressed during the infection process and is involved in host-pathogen interactions. SSP replaces MAP and is regulated by ABI3, FUS3, LEC1, RISBZ1, RPBF, TANAC77, and other factors. SSP protein accumulates in zygote and endosperm and causes YDA activity, which enhances colonization. SSP effectors promote HR and are involved in SSP transport. MTSSPDB contains a compendium of SSP candidates and provides an online plant SSP prediction tool. GOLGI-dependent pathways dominate the role in SSP transport and contribute to SSP delivery. Factors, nutrient availability, YDA, and GA affect SSP accumulation, while RGL3 and FUSCA3 maintain SSP. TANAC77 enhances SSP genes, and SSP transcripts are produced in mature pollen. Ectopic expression of SSP protein activates YDA-dependent signaling, and KD-RISBZ1/KD-RPBF represses SSP gene expression. Motifs are found in SSP gene promoters, and SSP gene promoters enriched in rare motifs. Brassicaceae/Fabaceae SSP gene promoters contain two RY-like and one ACGT-like motif, while Fabaceae SSP gene promoters enriched in a novel, seed-specific E2FB-like motif. Poaceae SSP gene promoters contain GCN4-like, two Prolamin-box-like, and SKN-1-like motifs, and TATA-box variant of present in SSP gene promoters from three plant families. DCP5 is a transcriptional repressor of SSP mRNAs, and genome reveals 1,970 homologs of established SSP gene families. RNA sequencing data sets assesses expression patterns of known and putative SSP genes. Cladosporium fulvum produces SSP effectors, and RLPS recognizes SSP effectors. ASPG1 represses SSP degradation, and PK composes SSP kinome. RNA-seq reveals significant similarities between SBI and SSP, and environment affects SSP biosynthesis. Organelles play a role in SSP biosynthesis, and molecular mechanisms elude SSP trafficking. Endomembrane system accomplishes SSP transport, and molecular machineries maintains SSP trafficking. Plant-unique regulators contributes to SSP trafficking, and SSP scenarios downscales wheat suitability. SSP gene affects small secreted protein, and molecules involved in SSP biosynthesis include ASPG1, DCP5, GCN4, GOLGI-dependent pathways, H2O2, MAP, MTSSPDB, NADPH, NADP+, PEROXIDASE, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE ACTIVITY, PEROXIDASE A"
AT2G17120,"The gene AT2G17120 encodes for a protein called LYM2, which plays a crucial role in maintaining the reduction in molecular flux and residing at the plasma membrane (PubMed ID 23674687). LYM2 is also enriched in plasmodesmata, which are specialized structures that allow the exchange of nutrients and waste products between the plant and the surrounding environment (PubMed ID 23674687). Additionally, LYM2 contributes to the resistance of plants against the pathogenic fungus A. brassicicola (PubMed ID 23803749). LYM2 has also been shown to be related to the root color of plants (PubMed ID 33839967). Another protein, LYP1, localizes to the plasma membrane and enhances the synthesis of SA, JA, and ROS (PubMed ID 28870172)."
AT2G17150,"The gene AT2G17150, also known as NLP1, plays a crucial role in various cellular processes, including cell death, defense responses, and pathogen infection. Studies have shown that NLP1 is involved in the regulation of defense responses in Arabidopsis thaliana, and that its expression is required for the recognition of pathogens by the plant (PubMed ID 29059009). Additionally, NLP1 has been shown to inhibit the activation of the NIN protein, which is involved in the expression of nitrate-responsive genes (PubMed ID 30297831). NLP1 has also been implicated in the regulation of CRE1 expression, which is involved in the response to nitrate stress (PubMed ID 30297831). The C-terminal region of NLP1 has been shown to be important for the recognition of cucurbit-specific pathogens by Arabidopsis thaliana (PubMed ID 29059009). Finally, nitrate stress has been shown to cause NLP1 to re-localize to the nucleus, where it can regulate the expression of nitrate-responsive genes (PubMed ID 30297831). Overall, the gene AT2G17150, also known as NLP1, plays a multifaceted role in plant defense and stress response, and its dysregulation can lead to various plant diseases."
AT2G17180,"The gene AT2G17180 encodes for an unknown function, as evidenced by research documented in PubMed ID 32579242. This gene is a zinc finger protein, which is a type of transcription factor that regulates gene expression by binding to specific DNA sequences. The function of this gene is not yet fully understood, and further research is needed to determine its specific role in the plant."
AT2G17260,"The gene AT2G17260, also known as GLR3.1, plays a crucial role in regulating root development and cell fate in plants. Studies have shown that this gene is responsible for the short-root mutant phenotype (16377757), which is characterized by reduced root length and branching. Additionally, GLR3.1 has been shown to distort root meristematic activity (16377757), enhance programmed cell death (16377757), and maintain cell division and individual cell survival (16377757). The localization of GLR3.1 to guard cells (19143998) has also been observed, and over-expression of this gene has been shown to impair external Ca(2+)-induced stomatal closure (19143998). Furthermore, the over-expression of GLR3.1 has been mimicked by the use of cyclohexamide, a compound that selectively inhibits the activity of the gene (19143998). Overall, the gene AT2G17260, also known as GLR3.1, plays a crucial role in regulating root development and cell fate in plants, and its dysregulation can lead to various abnormalities in plant growth and development."
